AGE,INCOME,LOANAMOUNT,CREDITSCORE,MONTHSEMPLOYED,NUMCREDITLINES,INTERESTRATE,LOANTERM,DTIRATIO,EDUCATION,EMPLOYMENTTYPE,MARITALSTATUS,HASMORTGAGE,HASDEPENDENTS,LOANPURPOSE,HASCOSIGNER,DEFAULT
52,29298,200889,513,7,4,7.65,48,0.2,PhD,1,0,2,2,Education,2,0
20,77556,29696,367,53,3,2.77,24,0.57,High School,1,2,2,2,Home,1,0
67,142794,164080,540,45,2,9.39,60,0.57,Master's,2,0,1,1,Auto,2,0
54,51315,10981,503,95,2,22.62,60,0.18,PhD,2,2,1,2,Home,1,0
61,89912,154082,329,46,4,16.24,12,0.4,High School,1,0,2,1,Education,1,0
61,49371,199154,381,87,2,16.35,12,0.4,PhD,1,0,1,1,Business,1,0
68,29579,86274,715,104,4,18.69,48,0.28,High School,1,2,1,1,Other,2,0
47,75454,211596,347,94,2,7.76,60,0.21,PhD,2,1,1,2,Education,2,0
55,29509,179847,673,48,3,24.25,36,0.38,PhD,2,1,1,1,Business,1,0
51,147449,113762,805,20,2,15.51,36,0.3,High School,1,1,1,2,Auto,2,0
29,54336,103518,804,15,1,17.22,12,0.13,PhD,2,0,2,2,Home,1,0
36,124726,48643,633,27,2,9.17,36,0.6,PhD,2,0,1,1,Home,1,0
54,101324,216716,848,95,1,24.75,36,0.53,Master's,2,1,1,1,Education,2,0
61,37772,242225,656,67,1,12.52,48,0.14,PhD,2,0,1,1,Business,1,0
66,146297,211783,728,110,2,15.45,60,0.23,Bachelor's,2,1,2,2,Education,2,0
34,107777,40637,521,7,2,12.69,48,0.46,Bachelor's,2,0,1,2,Other,1,0
27,89598,178658,819,117,3,22.29,60,0.34,Master's,2,0,2,2,Auto,2,0
66,66679,215203,639,102,2,18.25,48,0.68,High School,1,2,1,1,Business,2,0
64,61927,232667,732,96,1,18.21,24,0.34,Bachelor's,2,0,2,1,Home,2,0
29,43795,60117,797,68,2,6.62,60,0.26,PhD,2,1,1,2,Education,2,0
33,102478,125122,365,100,2,18.95,12,0.84,High School,2,2,1,1,Home,2,0
41,107658,241019,616,87,4,23.24,48,0.53,PhD,2,0,2,1,Auto,2,0
36,122108,203235,559,1,3,6.69,24,0.36,Bachelor's,2,2,2,2,Auto,1,0
25,146565,162844,324,22,2,19.9,24,0.72,Master's,1,2,2,1,Auto,1,1
48,132747,230486,771,59,4,8.64,36,0.11,High School,2,2,2,2,Education,1,0
38,26975,243677,427,99,3,17.07,48,0.55,PhD,2,1,2,2,Auto,2,0
34,30523,147667,472,114,4,7.35,60,0.9,PhD,2,2,2,1,Auto,2,1
40,49925,74086,548,12,4,23.62,48,0.39,Master's,2,2,2,2,Business,2,1
54,24571,151569,488,28,3,14.75,60,0.42,PhD,2,2,2,2,Auto,1,0
33,31072,152583,503,8,4,7.95,36,0.4,Master's,2,1,2,2,Other,2,0
23,113827,142412,540,92,4,17.59,24,0.43,Master's,2,1,2,1,Education,2,0
25,130660,247991,725,37,3,4.64,24,0.5,High School,2,1,1,2,Business,2,0
42,97148,54730,545,90,4,22.68,48,0.37,Master's,2,2,1,1,Other,1,0
35,54758,10676,769,61,2,6.64,12,0.71,Master's,2,2,2,1,Business,1,0
42,71437,151709,451,68,1,3.03,12,0.81,Bachelor's,2,0,1,1,Auto,1,0
29,35262,240868,427,54,4,18.11,24,0.54,High School,1,0,1,2,Home,1,0
32,67062,174216,482,35,3,24.38,12,0.72,Bachelor's,2,1,1,1,Auto,2,0
43,114716,99867,755,4,4,23.62,24,0.14,Bachelor's,2,1,1,2,Business,1,1
58,42672,218884,416,51,4,13.72,48,0.41,High School,2,1,1,2,Business,2,0
62,40502,18982,609,98,3,3.03,12,0.6,Bachelor's,2,2,2,2,Business,1,0
43,111267,51262,370,11,2,15.04,48,0.86,PhD,1,1,1,2,Education,2,0
64,85090,193445,406,74,1,12.37,12,0.72,PhD,2,2,1,2,Auto,1,0
49,27480,142854,835,2,2,7.25,24,0.45,High School,1,2,1,1,Other,1,0
27,30255,231252,531,42,2,5.47,36,0.54,PhD,2,1,1,2,Other,2,1
33,27543,33096,748,35,2,17.37,60,0.76,Master's,2,1,1,1,Other,1,0
24,57642,105108,473,44,3,5.61,24,0.4,Master's,2,0,2,2,Other,1,0
34,82752,33897,828,60,1,21.51,12,0.87,PhD,1,0,1,2,Business,2,0
40,128226,15100,739,72,2,17.88,24,0.79,Master's,2,0,1,1,Business,1,0
43,85810,10446,597,66,3,2.83,24,0.87,PhD,1,0,2,1,Education,1,0
38,107558,18830,306,79,1,24.78,36,0.21,High School,1,1,1,2,Other,2,0
39,31183,112184,703,107,2,21.2,24,0.84,Bachelor's,2,1,1,1,Auto,2,1
24,72273,157821,653,84,1,9.88,48,0.15,High School,2,2,1,1,Auto,1,0
31,49468,74666,645,14,4,17.23,12,0.1,PhD,2,2,1,2,Auto,1,0
32,81902,169084,743,70,3,20.58,36,0.75,Bachelor's,1,0,1,1,Home,2,1
24,102877,87900,702,58,1,11.75,60,0.53,High School,2,0,2,2,Other,1,0
26,16828,180465,506,98,3,23.04,60,0.73,High School,2,0,1,1,Other,1,1
68,99694,238257,474,75,2,6.15,60,0.36,PhD,2,0,2,2,Business,2,0
65,30010,7717,406,118,1,12.79,48,0.31,Master's,2,0,2,2,Auto,2,0
25,65578,199779,694,40,2,7.86,48,0.67,PhD,2,2,1,1,Auto,2,0
67,115957,141038,397,41,2,15.92,48,0.15,PhD,2,1,2,2,Education,1,0
40,134234,224221,730,16,4,7.51,36,0.9,Master's,1,1,2,1,Home,2,0
46,46503,114831,546,118,4,16.47,36,0.52,PhD,2,2,2,2,Business,2,0
35,73373,167987,776,19,2,15.74,36,0.41,PhD,2,1,2,1,Business,2,0
48,79599,19793,621,110,4,4.11,48,0.27,Bachelor's,2,2,1,1,Business,1,0
47,141802,232845,608,88,1,15.9,12,0.4,High School,1,0,1,2,Education,2,0
69,54804,136124,673,0,3,2.71,24,0.53,High School,2,0,1,2,Home,1,0
56,106233,206685,430,56,3,14.31,60,0.57,High School,2,2,2,2,Business,1,0
52,27022,119252,631,40,1,10.91,24,0.65,PhD,1,2,2,2,Business,2,0
35,94815,130069,418,0,4,13.03,36,0.79,Bachelor's,1,0,1,1,Home,2,1
59,69079,163420,707,32,2,2.95,12,0.82,High School,1,2,1,2,Auto,2,0
56,80851,60228,588,89,4,17.18,12,0.42,High School,2,1,1,1,Auto,2,0
34,126032,72048,541,32,4,14.09,24,0.77,Bachelor's,2,0,1,1,Business,2,0
31,32788,92658,397,72,3,22,12,0.33,PhD,1,0,2,2,Home,1,1
48,67084,139963,382,87,4,3.51,60,0.48,High School,1,1,1,1,Business,2,0
41,115116,83794,846,11,3,17.34,24,0.56,Bachelor's,2,0,2,1,Business,1,0
52,48018,76567,308,87,4,15.67,24,0.56,Master's,2,0,1,2,Business,2,0
61,30274,59087,692,28,4,23.88,48,0.88,PhD,1,2,2,2,Education,2,0
62,57762,170120,460,112,2,15.13,12,0.89,PhD,2,0,2,1,Other,1,0
51,49944,49282,596,1,1,16.35,60,0.25,PhD,2,1,1,2,Home,2,0
20,127063,153729,304,15,1,22.43,24,0.32,PhD,1,2,2,1,Business,2,1
54,100418,58923,390,36,2,17.89,24,0.78,PhD,1,2,1,2,Home,1,0
60,126844,96091,522,14,2,2.79,60,0.89,High School,2,0,2,2,Education,1,0
57,54922,136128,780,117,1,15.54,12,0.45,PhD,2,2,1,1,Other,2,0
43,78349,67730,391,77,3,23.94,24,0.89,High School,2,2,1,2,Auto,1,1
40,79900,225000,656,64,2,12.99,24,0.72,Master's,1,0,2,1,Education,2,0
61,38273,195211,481,82,3,3.26,48,0.38,Bachelor's,2,1,2,1,Business,1,0
56,53969,235928,601,28,2,16.04,60,0.11,Bachelor's,2,1,2,1,Other,2,0
32,76155,53483,719,44,4,7.33,36,0.3,High School,2,2,1,2,Home,1,0
66,141011,164178,838,88,4,9.86,12,0.25,Bachelor's,2,0,2,1,Business,1,0
21,41540,243397,777,29,2,10.86,60,0.49,High School,2,2,2,1,Business,2,1
46,101454,86098,812,59,2,7.38,60,0.78,PhD,2,1,1,2,Education,2,0
39,135827,161218,833,7,1,2.38,24,0.65,Bachelor's,2,1,1,1,Auto,2,0
42,102801,143268,495,36,1,6.51,36,0.89,Bachelor's,2,1,1,2,Education,1,0
30,95817,242441,460,20,1,24.58,24,0.29,High School,2,2,1,2,Other,1,0
35,110334,82024,542,33,2,14.38,48,0.61,Master's,2,2,1,1,Auto,2,1
50,44158,233285,832,73,4,14.7,48,0.29,Bachelor's,1,2,2,2,Home,2,1
33,145811,168623,377,36,4,14.92,36,0.83,Bachelor's,2,1,1,2,Home,1,0
62,80074,128899,835,27,1,16.04,60,0.39,Master's,2,0,2,1,Home,1,1
59,115723,84384,787,89,2,7.39,48,0.23,PhD,2,0,2,2,Other,2,0
61,44494,75795,502,114,2,4.91,36,0.25,Bachelor's,1,2,1,2,Education,2,0
19,31048,96218,833,63,4,10.3,24,0.29,PhD,2,2,1,1,Auto,2,0
52,119240,176153,607,80,1,24.85,48,0.32,High School,2,0,1,2,Business,2,0
59,108735,143247,721,5,3,19.02,60,0.89,High School,1,0,2,2,Education,2,0
51,41232,234912,305,111,1,9.97,24,0.31,Bachelor's,2,2,2,2,Other,2,0
47,47414,172762,670,24,3,12.73,48,0.78,PhD,2,2,2,1,Home,2,0
30,93299,59587,327,6,1,20.4,12,0.28,Master's,2,2,2,1,Home,2,0
30,50375,202879,308,57,3,10.53,48,0.31,Master's,2,1,2,2,Education,2,1
35,134656,203342,648,72,2,12.4,48,0.4,PhD,2,1,1,1,Education,1,0
49,139906,197478,752,84,3,5.26,24,0.2,Master's,1,1,1,2,Other,2,0
49,122065,134763,334,59,4,22.79,60,0.82,Bachelor's,2,2,1,1,Business,2,0
52,53230,111639,644,12,2,23.46,24,0.47,Master's,2,2,2,2,Home,2,0
56,137291,32502,538,24,4,17.62,48,0.17,PhD,1,1,2,1,Education,2,0
63,104417,214314,367,119,2,22.78,60,0.11,PhD,2,2,2,1,Other,2,0
69,96368,234922,602,57,3,11.74,48,0.65,PhD,2,1,1,2,Auto,2,0
46,16646,119409,796,119,1,19.63,60,0.62,Bachelor's,1,1,1,1,Auto,1,0
66,100013,115784,705,106,4,7.73,60,0.44,Bachelor's,2,2,2,2,Auto,1,0
46,141916,75864,565,43,4,5.08,24,0.35,High School,1,0,1,1,Auto,2,0
61,121540,148161,341,12,2,10.37,36,0.33,Bachelor's,2,0,1,1,Other,2,0
33,92983,63052,306,115,2,20.63,36,0.25,Bachelor's,2,2,2,1,Education,2,0
61,103270,174878,706,20,2,21.08,12,0.32,Master's,2,2,1,2,Education,2,0
64,18337,76580,399,13,2,13.28,36,0.82,Bachelor's,2,2,1,1,Education,1,0
27,94753,28802,408,10,3,10.7,60,0.75,Master's,1,1,2,2,Business,1,0
47,74978,196012,445,104,3,17.63,36,0.78,Bachelor's,2,0,1,2,Auto,1,1
42,127006,103827,364,54,3,16.75,48,0.87,High School,2,0,2,2,Home,2,0
56,135540,34929,694,69,4,11.04,60,0.41,Master's,2,2,2,1,Home,2,0
37,48133,208898,350,7,4,6.98,12,0.7,High School,2,1,2,1,Other,2,0
22,65016,29597,456,90,1,11.56,36,0.2,High School,2,2,1,2,Other,2,0
18,23994,181103,688,4,1,21.26,12,0.39,High School,2,2,2,2,Business,2,1
47,118325,80162,761,10,4,11.06,48,0.54,High School,2,1,1,2,Education,1,0
66,103902,225073,485,61,2,22.04,36,0.19,PhD,2,2,2,2,Other,1,0
20,116841,110201,606,38,2,20.52,48,0.72,Master's,1,0,1,1,Education,1,1
62,29689,83530,710,64,1,5.29,24,0.76,PhD,2,2,1,2,Other,1,0
31,99993,92575,808,88,3,20.39,36,0.86,Master's,1,0,1,1,Home,2,1
47,69617,166509,349,3,4,5.5,12,0.79,Master's,2,1,2,2,Auto,2,0
67,115593,106265,349,73,2,18.08,12,0.54,High School,2,0,1,1,Home,1,0
21,70878,75543,814,107,3,14.99,60,0.44,Master's,2,2,1,2,Other,2,0
35,94955,233486,612,90,3,18.72,36,0.11,Master's,2,2,2,2,Home,2,0
54,54757,173734,680,90,3,14.35,12,0.23,Bachelor's,2,0,2,1,Education,2,0
42,86471,26337,836,38,4,4.62,24,0.53,Bachelor's,2,1,1,2,Home,1,0
65,43616,20095,602,69,1,24.48,24,0.56,PhD,2,1,2,1,Home,1,0
18,21472,227904,680,41,1,13.94,24,0.16,PhD,2,1,1,2,Auto,2,1
63,21395,36990,353,66,2,11.72,24,0.33,Bachelor's,2,0,2,2,Home,2,0
32,146066,144199,783,113,4,15.61,12,0.48,PhD,2,1,1,2,Home,2,0
26,117676,84617,418,8,2,2.61,12,0.65,PhD,1,1,1,1,Other,1,0
32,121815,210059,763,32,4,22.26,36,0.58,PhD,1,1,2,2,Education,2,0
66,122542,202877,418,45,4,12.04,12,0.33,Master's,2,2,1,2,Education,2,0
41,108028,175512,802,15,3,17.18,36,0.85,High School,2,1,1,1,Auto,1,0
21,102130,114675,594,31,1,20.32,60,0.35,High School,2,2,2,2,Auto,1,1
29,148959,234709,464,78,1,21.78,12,0.26,PhD,2,2,2,1,Education,1,0
54,19994,149647,325,80,4,14.68,48,0.88,Bachelor's,1,2,2,2,Business,1,1
54,15322,42849,527,52,2,8.17,12,0.8,Bachelor's,1,2,1,2,Auto,2,0
60,44769,128561,535,113,2,24.16,12,0.49,High School,1,0,1,1,Other,1,0
23,45751,39569,371,88,2,6.4,36,0.38,PhD,2,2,2,2,Education,1,0
56,62350,144391,554,103,4,5.8,24,0.4,Master's,2,0,2,2,Business,2,0
63,40542,242602,381,105,1,12.31,12,0.69,High School,2,0,2,2,Other,1,0
41,137665,71898,734,117,3,17.38,12,0.25,High School,1,1,1,1,Auto,2,0
28,18303,52522,415,107,3,9.48,36,0.63,Bachelor's,2,2,1,1,Education,1,0
30,81331,80610,517,70,1,11.96,12,0.78,High School,2,1,1,1,Business,2,0
51,19916,93046,392,11,1,5.01,48,0.45,PhD,2,0,2,1,Auto,1,0
42,89833,55142,335,96,2,12.62,60,0.43,Master's,1,2,2,2,Auto,1,0
24,28202,56376,629,44,3,22.95,12,0.65,High School,2,2,1,2,Other,2,1
69,110902,222080,607,109,3,24.68,48,0.74,High School,2,0,1,2,Business,2,0
21,60616,215199,786,11,4,14.25,36,0.29,PhD,2,0,1,2,Home,1,1
25,57445,73154,743,107,2,24.43,48,0.43,PhD,1,0,1,1,Auto,2,0
37,138713,73421,824,57,4,16.27,36,0.68,Bachelor's,2,0,1,1,Auto,2,0
46,133679,188180,321,80,2,15.93,48,0.23,High School,1,0,1,2,Auto,2,0
68,44487,8557,327,98,3,7.81,48,0.46,High School,2,1,1,2,Education,2,0
62,32221,75046,757,75,4,13.25,24,0.62,PhD,2,0,1,1,Auto,2,0
63,130324,180532,752,69,1,17.39,36,0.11,Master's,1,0,1,2,Education,2,0
27,86925,96110,442,55,2,14.56,60,0.43,High School,2,2,2,1,Other,2,0
60,77613,130819,641,40,3,6.77,60,0.46,PhD,1,2,1,1,Education,1,0
51,129920,113382,482,100,4,21.31,12,0.7,High School,2,0,1,2,Education,1,0
43,132114,85396,465,0,1,17.47,60,0.25,Bachelor's,2,1,1,1,Education,2,0
58,23369,147408,374,87,2,10.98,12,0.78,Bachelor's,2,2,2,2,Business,2,0
66,80920,193859,644,98,1,24.63,12,0.47,High School,2,2,2,1,Other,1,0
20,103131,84092,780,90,4,16.72,36,0.24,PhD,1,1,2,2,Education,1,0
23,61511,62661,777,38,4,18.82,60,0.47,Bachelor's,2,2,2,1,Auto,1,0
22,90952,32954,346,91,3,7.86,24,0.16,High School,2,0,2,2,Education,1,0
22,51905,162121,669,2,4,15.8,60,0.13,Bachelor's,1,1,1,1,Education,2,0
64,37473,7970,364,53,1,2.06,24,0.69,PhD,2,0,2,1,Home,1,0
40,145983,186886,758,66,4,13.67,60,0.56,Master's,2,0,1,2,Home,1,0
66,85812,232816,316,89,1,17.78,48,0.76,High School,2,2,2,2,Auto,1,0
26,82097,63420,532,68,2,24.81,36,0.71,High School,2,0,1,2,Auto,2,0
52,82959,158267,492,73,2,6.29,24,0.36,PhD,2,0,1,2,Education,2,0
37,32239,143197,516,86,1,11.64,60,0.3,High School,2,0,2,1,Business,2,0
66,27481,45609,591,85,2,19.61,12,0.78,Bachelor's,2,2,1,2,Auto,2,0
59,48776,218608,341,85,1,3.18,12,0.5,Bachelor's,2,1,1,1,Auto,1,0
52,106310,110516,534,104,1,6.04,36,0.39,Bachelor's,2,0,2,2,Business,1,0
67,69652,21555,765,62,2,14.13,24,0.74,PhD,2,0,1,1,Home,2,0
35,57601,95519,334,23,1,5.43,36,0.8,PhD,2,1,2,2,Home,1,0
34,71400,201502,319,81,1,23.31,36,0.71,Master's,2,2,1,1,Home,2,0
41,57919,166487,325,24,4,8.5,12,0.18,Master's,1,1,1,1,Business,1,0
20,47481,88508,343,51,3,5.01,48,0.73,High School,2,2,1,1,Education,2,0
49,15156,143454,589,96,2,9.04,24,0.59,Bachelor's,2,2,2,2,Other,1,0
52,128603,67685,554,68,4,18.57,36,0.3,High School,2,0,2,2,Business,2,0
55,74951,88001,313,78,3,3.09,12,0.56,Bachelor's,2,0,1,2,Home,2,0
30,98725,59226,510,108,4,4.46,24,0.14,High School,2,2,2,1,Auto,2,0
64,50458,199833,740,113,3,11.45,24,0.12,Master's,2,0,1,2,Education,1,0
42,59658,44465,746,94,1,18.67,60,0.36,Bachelor's,2,1,1,2,Home,2,0
26,24044,162775,839,119,4,3.34,12,0.7,Bachelor's,2,0,2,1,Education,1,1
21,105158,159938,840,79,3,12.46,60,0.77,PhD,2,1,1,2,Home,2,0
31,22284,177777,719,50,2,18.79,24,0.16,High School,2,0,2,2,Home,1,0
54,34290,103383,533,82,1,20.59,48,0.26,Master's,1,0,2,2,Education,2,0
51,79300,177301,304,9,2,7.08,48,0.85,Master's,1,2,2,2,Education,1,0
28,123956,19491,795,35,2,18.09,60,0.52,Master's,1,0,1,2,Other,2,0
58,67436,223596,387,111,2,2.17,48,0.53,Bachelor's,2,2,1,2,Auto,1,0
20,79928,149992,504,56,2,9.66,24,0.69,Bachelor's,2,1,1,1,Home,1,0
45,134225,110675,759,100,4,18.98,60,0.87,Bachelor's,2,0,1,2,Business,2,0
46,125980,243697,706,112,3,10.75,24,0.12,Master's,2,2,2,1,Business,2,0
26,123210,239807,582,10,2,13.49,24,0.83,PhD,2,0,1,2,Home,2,0
20,76193,151201,594,74,1,20.68,12,0.55,Bachelor's,2,1,2,1,Business,2,0
42,53973,244450,394,26,2,10.04,48,0.87,Master's,2,0,1,1,Home,2,0
51,15929,226940,616,27,3,12.84,24,0.45,High School,1,1,2,1,Home,1,1
29,48358,153760,822,78,3,14.72,36,0.31,PhD,2,0,2,1,Business,1,0
59,95222,34919,822,45,2,22.8,48,0.59,Master's,2,1,2,1,Business,1,0
26,21733,56002,621,27,3,20.4,12,0.29,Bachelor's,2,0,2,2,Education,1,0
32,39658,238520,733,23,3,6.52,12,0.69,High School,2,1,1,1,Other,1,1
57,101913,29510,814,30,4,13.63,48,0.64,High School,2,2,1,1,Auto,2,0
42,28974,31028,529,81,2,19.66,12,0.22,Bachelor's,2,0,1,1,Auto,2,0
22,26541,23230,760,69,1,23.34,36,0.54,High School,2,1,1,1,Business,2,1
28,30128,198081,795,93,2,3.62,60,0.48,Master's,2,0,2,2,Business,2,0
51,56671,190082,735,88,3,23.03,60,0.77,Bachelor's,2,1,2,2,Home,2,0
41,72561,77581,550,16,1,15.86,48,0.29,PhD,2,0,2,2,Auto,1,0
32,121003,5193,690,88,4,17.59,36,0.53,PhD,1,2,2,1,Auto,2,0
55,105553,176117,664,29,2,15.87,12,0.29,Bachelor's,2,1,1,1,Business,1,0
25,100707,120678,619,83,2,19.57,48,0.55,Master's,1,2,1,1,Business,2,0
22,126082,36723,435,3,1,5.53,60,0.76,High School,2,0,1,2,Auto,2,0
65,50620,230424,447,61,1,4.86,36,0.45,Bachelor's,2,1,2,1,Home,2,0
43,108994,125103,336,53,1,12.77,60,0.89,Bachelor's,2,1,1,1,Business,2,0
35,82080,44254,344,106,2,3.93,48,0.84,Bachelor's,1,0,1,1,Business,2,0
23,83533,214857,544,73,3,16.62,60,0.3,PhD,2,0,2,1,Auto,1,0
54,65624,230269,659,15,4,19.55,12,0.54,High School,2,0,1,1,Business,1,1
65,18826,188993,455,28,2,4.64,12,0.41,High School,1,1,2,2,Home,2,0
30,27428,240278,494,16,1,24.03,48,0.6,High School,1,2,2,2,Auto,2,1
45,132774,136776,695,88,1,15.19,24,0.48,Master's,1,1,1,2,Education,1,0
22,48803,46734,665,33,3,8.66,24,0.54,PhD,1,2,1,1,Business,1,0
30,19189,139190,608,21,2,20.92,60,0.15,High School,1,0,1,2,Education,1,0
34,70815,138854,762,81,1,9.19,60,0.72,Master's,2,2,2,1,Business,1,0
67,34064,45401,769,76,4,14.74,24,0.23,Bachelor's,2,0,1,2,Home,1,0
57,102725,60487,799,18,4,24.22,24,0.34,High School,2,0,1,2,Other,1,0
62,118980,196654,742,97,2,23.58,48,0.32,High School,2,1,2,1,Home,1,0
49,138692,225383,369,97,3,14.38,12,0.64,High School,1,0,1,2,Other,1,0
46,15205,56256,778,64,3,18.78,48,0.24,Bachelor's,2,1,2,1,Home,1,0
68,61942,221042,798,84,4,16,60,0.71,Master's,2,0,2,1,Other,2,0
20,108497,90728,599,41,4,19.47,60,0.33,Bachelor's,2,1,2,2,Auto,1,0
57,66658,160724,670,108,2,16.23,24,0.4,Bachelor's,2,1,1,2,Auto,1,0
51,15201,38136,331,64,2,3.94,48,0.4,Bachelor's,2,0,1,1,Other,2,1
57,36616,117570,596,55,2,14.21,36,0.89,PhD,1,1,1,1,Other,2,0
44,149634,154221,332,118,2,23.27,48,0.58,High School,2,0,1,1,Education,1,0
30,63595,122622,732,68,1,9.14,48,0.59,Bachelor's,2,0,1,1,Home,2,0
62,87426,184677,818,99,1,23.89,24,0.66,PhD,1,1,2,2,Other,2,0
50,53608,198523,556,3,1,7.05,48,0.7,Bachelor's,2,0,1,1,Home,1,1
23,58286,127175,526,4,2,21.01,36,0.85,High School,2,2,1,2,Other,2,0
41,67486,111238,765,4,4,8.11,48,0.4,PhD,1,2,1,1,Home,1,0
36,37903,231076,314,49,2,20.18,48,0.29,Master's,2,1,2,1,Other,1,0
33,140181,220446,843,108,4,11.53,36,0.14,Bachelor's,2,0,2,1,Home,2,0
57,67986,152532,570,37,4,2.75,60,0.46,Master's,2,2,1,1,Education,2,0
45,97745,186915,608,87,1,7.12,60,0.57,PhD,1,1,2,1,Auto,2,0
50,28136,239542,421,77,1,21.12,12,0.68,Master's,2,2,1,1,Education,1,0
65,123147,174829,606,43,4,24.32,24,0.36,High School,2,0,2,2,Other,1,0
58,105812,224087,838,58,4,10.59,48,0.35,Master's,1,0,1,2,Business,2,0
30,15755,95361,492,1,3,4.86,24,0.7,Master's,2,1,2,1,Home,1,0
60,97705,95861,414,116,4,11,60,0.63,Bachelor's,2,2,2,2,Other,1,0
62,89168,36311,644,63,3,4.34,36,0.6,Bachelor's,1,0,2,1,Auto,2,0
42,38307,19680,480,24,4,15.92,12,0.88,PhD,2,0,2,1,Education,1,0
59,125988,161786,498,8,1,22.53,24,0.73,PhD,2,2,1,2,Business,2,0
53,47104,89389,693,82,3,2.94,60,0.24,Master's,2,0,1,2,Auto,1,0
44,99869,92950,541,118,2,16.97,60,0.62,High School,1,1,1,2,Education,2,0
55,19065,129904,335,101,1,10.2,60,0.31,Bachelor's,2,2,2,1,Education,2,0
24,48281,183148,792,107,1,19.89,36,0.88,Bachelor's,2,2,1,2,Education,1,0
22,74045,88078,639,38,1,6.32,60,0.26,PhD,1,2,2,1,Other,2,0
60,64000,210417,632,58,4,11.4,24,0.88,Bachelor's,2,1,1,1,Auto,2,0
62,18666,171443,536,13,2,24.38,24,0.67,PhD,2,2,1,1,Other,1,0
68,20711,231764,343,30,2,13.79,48,0.32,Master's,2,2,2,2,Auto,2,1
48,136871,239571,760,30,2,19.43,36,0.47,PhD,2,1,1,2,Business,1,0
40,31813,56871,839,113,1,12.84,60,0.43,PhD,2,1,2,2,Other,1,0
59,134419,199841,606,67,3,15.17,24,0.27,PhD,1,1,1,2,Business,2,0
27,62165,178514,587,89,4,15.25,36,0.42,PhD,1,1,1,2,Home,2,0
49,66670,117971,356,11,1,3.38,24,0.54,Master's,1,2,1,2,Other,1,0
60,141503,243751,459,84,4,12.92,24,0.48,PhD,2,1,2,2,Other,1,0
47,42361,216048,745,100,4,24.8,48,0.16,PhD,2,0,2,2,Home,1,0
56,17812,68942,663,115,3,13.44,36,0.78,PhD,2,1,1,2,Education,2,0
48,40604,191408,843,99,1,20.25,60,0.4,Bachelor's,2,0,1,2,Auto,2,0
35,142854,221979,708,88,2,24.95,48,0.42,Master's,1,2,2,1,Business,1,1
53,19571,171892,827,55,2,15.08,60,0.37,Bachelor's,1,0,1,2,Education,1,0
19,53579,95631,425,82,4,4.47,12,0.2,Master's,2,1,2,1,Auto,2,0
31,107314,32640,685,17,1,5.6,36,0.48,PhD,2,1,1,1,Business,2,0
30,25619,183686,478,82,3,23.28,24,0.21,High School,2,0,2,1,Business,2,0
46,63622,86365,779,103,3,8.56,12,0.53,Master's,2,1,1,2,Home,1,0
29,29199,7171,425,86,3,8.77,48,0.23,Bachelor's,1,0,1,2,Home,1,0
56,148180,172275,584,59,1,6.1,36,0.47,Master's,1,2,2,1,Other,1,0
19,94595,47001,720,77,2,17.68,48,0.78,High School,2,2,2,2,Business,1,0
49,43612,10569,417,23,4,5.73,60,0.72,Bachelor's,1,2,2,2,Other,1,0
30,134217,105378,353,52,4,4.3,36,0.7,Master's,2,1,1,1,Other,2,0
63,25665,24271,397,31,2,23.24,60,0.15,PhD,2,1,2,1,Other,1,0
44,149104,171015,321,27,1,10.13,12,0.83,Master's,2,2,2,2,Other,2,0
66,136378,206775,620,17,3,8.72,12,0.42,PhD,2,2,2,2,Home,2,0
58,72371,120027,519,96,1,7.42,12,0.27,High School,1,1,1,1,Home,1,0
34,129329,16149,651,85,4,15.25,36,0.68,High School,2,2,1,1,Other,2,0
57,58222,214093,332,106,3,8.42,60,0.16,Bachelor's,1,0,2,1,Education,2,0
48,110577,166412,613,57,4,20.42,24,0.75,Bachelor's,2,1,1,2,Business,1,0
51,52408,124392,717,1,1,4.91,48,0.4,High School,2,1,2,1,Other,2,0
41,81222,148809,607,66,2,17.31,12,0.81,Master's,2,2,1,1,Business,1,0
62,33984,218700,302,15,3,15.27,36,0.17,PhD,1,1,2,2,Auto,1,0
52,119936,163832,318,68,2,20.5,48,0.53,Bachelor's,2,2,1,1,Other,2,0
65,129044,189165,742,34,2,21,24,0.43,High School,2,2,1,1,Auto,2,0
23,83830,157222,639,77,3,21.36,24,0.48,High School,2,0,1,1,Auto,1,0
36,124330,109350,845,118,1,4.78,36,0.77,PhD,2,1,1,1,Home,1,0
47,109303,105769,454,86,3,21.8,12,0.89,Master's,2,2,1,2,Auto,1,0
24,93473,24829,590,2,2,11.06,60,0.36,High School,2,0,1,1,Business,2,1
27,126412,52942,570,73,4,22.89,36,0.14,PhD,2,2,1,1,Home,1,0
58,39657,87070,447,4,4,14.13,24,0.22,Bachelor's,2,0,2,2,Home,1,0
49,91803,151120,504,88,1,23.31,48,0.22,Master's,2,1,1,2,Business,2,0
51,43551,224845,724,93,1,20.25,24,0.86,High School,1,1,1,2,Education,2,0
45,34082,187233,347,58,3,5.8,12,0.88,PhD,2,2,1,2,Business,2,0
32,107153,206582,693,65,4,17.16,60,0.67,High School,1,0,1,2,Business,2,0
